search_term,status,campaign_name,ad_group_name,impressions,clicks,ctr,cost,conversions,cost_per_conversion
cuánto vale una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Pricing,2,0,0,0.0,0,
estudio colonoscopia precio,NONE,Colon Max Conversions,Colonoscopy - Pricing,2,0,0,0.0,0,
precio aproximado de una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Pricing,1,0,0,0.0,0,
precio de colonoscopia,ADDED,Colon Max Conversions,Colonoscopy - Pricing,1,0,0,0.0,0,
precio de colonoscopia en similares,NONE,Colon Max Conversions,Colonoscopy - Pricing,2,0,0,0.0,0,
salud digna colonoscopia precio,NONE,Colon Max Conversions,Colonoscopy - Pricing,2,0,0,0.0,0,
anestesia para colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
cada cuando se debe hacer una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
cada cuanto se tiene que hacer una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
centro de colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
centro de colonoscopia y endoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia alcohol,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia biopsia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia bolsa,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia cdmx,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia como lo hacen,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia con biopsia,NONE,Colon Max Conversions,Colonoscopy - Core,3,0,0,0.0,0,
colonoscopia con toma de biopsia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia divertículos,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia donde se hace,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia duele mucho,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia en merida,ADDED,Colon Max Conversions,Colonoscopy - Core,4,0,0,0.0,0,
colonoscopia en mujer,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia es con anestesia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia infantil,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia laparoscopica,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia para que sirve,NONE,Colon Max Conversions,Colonoscopy - Core,4,0,0,0.0,0,
colonoscopia por enema,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia preparación,NONE,Colon Max Conversions,Colonoscopy - Core,5,0,0,0.0,0,
colonoscopia procedimiento,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia que es y para que sirve,NONE,Colon Max Conversions,Colonoscopy - Core,3,0,0,0.0,0,
colonoscopia real,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia salud digna,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia sin sedación,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
colonoscopia te duermen,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia video real,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopia virtual,NONE,Colon Max Conversions,Colonoscopy - Core,4,0,0,0.0,0,
colonoscopy,NONE,Colon Max Conversions,Colonoscopy - Core,10,0,0,0.0,0,
colonoscopy test,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
colonoscopía,NONE,Colon Max Conversions,Colonoscopy - Core,10,0,0,0.0,0,
colonscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
coloscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
coloscopie,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
colostomia o colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
como es el estudio colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
como hacen colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
como prepararse para colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
como se hace la colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,4,0,0,0.0,0,
como se hace una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
como se hace una endoscopia y colonoscopia juntas,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
como se llama el estudio para ver el colon,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
como se ve la enfermedad de crohn en colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
como te hacen la colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
coronoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
cual es la diferencia entre endoscopia y colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
cuanto dura un estudio de colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
cuanto dura una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,8,0,0,0.0,0,
cuanto tarda una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,6,0,0,0.0,0,
cuanto tiempo dura la colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
cuanto tiempo tarda una colonoscopia y endoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
cuanto tiempo tardan en hacer una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
cuál es el procedimiento de una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
cuál es el proceso de una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,5,0,0,0.0,0,
cuánto tarda una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,3,0,0,0.0,0,
cuánto tiempo tarda una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
cuántos días antes de una colonoscopia puedo tomar alcohol,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
cómo se hace el examen de colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
cómo se realiza la colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
doctor que hace colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
duele la colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
duracion colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
en salud digna hacen colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
endoscopia colon,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
endoscopia colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
endoscopia es igual que colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
endoscopia por el recto,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
es dolorosa la colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,3,0,0,0.0,0,
es peligrosa una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,4,0,0,0.0,0,
especialista colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,5,0,0,0.0,0,
estudio del intestino como se llama,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
estudio para checar los intestinos,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
examen de colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
hemorroides colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
ileon terminal colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
indicaciones colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
indicaciones de colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
indicaciones para una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
la colonoscopia duele,NONE,Colon Max Conversions,Colonoscopy - Core,3,0,0,0.0,0,
la colonoscopia es dolorosa,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
la colonoscopia es peligrosa,NONE,Colon Max Conversions,Colonoscopy - Core,5,0,0,0.0,0,
medico colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
medico colonoscopista,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
nice 2 colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
operación de colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
panendo colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
para la colonoscopia te sedan,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
para que se hace una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
para que sirve la colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
para que sirve la colonoscopia en mujeres,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
por donde se hace la colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
porque hacen colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
preparacion para colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
preparación antes de una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
preparación para colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
preparación para colonoscopia laxante,NONE,Colon Max Conversions,Colonoscopy - Core,5,0,0,0.0,0,
preparación para una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,4,0,0,0.0,0,
procedimiento de una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,3,0,0,0.0,0,
que es colonoscopia y para que sirve,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
que es la colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,15,0,0,0.0,0,
que es la colonoscopia virtual,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
que es la colonoscopia y para que sirve,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
que estudio se realiza para ver los intestinos,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
que medico hace la colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
que medico hace una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
que se detecta en una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
que se ve en una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
que tipo de anestesia se usa para la colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
que una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
quien hace la colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
quien realiza la colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
quien realiza una colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
qué es colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,3,0,0,0.0,0,
qué es la colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,4,0,0,0.0,0,
qué es una colonoscopia y para qué sirve,NONE,Colon Max Conversions,Colonoscopy - Core,1,0,0,0.0,0,
qué significa colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
se puede hacer una endoscopia y colonoscopia juntas,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
sedacion para colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
tomografia colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
una colo,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
videos de colonoscopia,NONE,Colon Max Conversions,Colonoscopy - Core,2,0,0,0.0,0,
capsula endoscopica costo,NONE,Endoscopia,Endoscopy Prices,4,0,0,0.0,0,
colonoscopia y endoscopia precio,NONE,Endoscopia,Endoscopy Prices,3,0,0,0.0,0,
costo aproximado de una endoscopia,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
costo de la endoscopia en salud digna,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
costo de una endoscopia en el chopo,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
costo de una endoscopia en merida yucatan,NONE,Endoscopia,Endoscopy Prices,10,0,0,0.0,0,
costo ecoendoscopia,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
costo endoscopia digestiva,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
costos de endoscopia,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
cual es el costo de una endoscopia,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
cuanto cobran una endoscopia,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
cuanto cuesta hacer una endoscopia,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
cuanto cuesta una endoscopia con biopsia,NONE,Endoscopia,Endoscopy Prices,3,0,0,0.0,0,
cuanto cuesta una endoscopia de estómago,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
cuanto cuesta una endoscopia digestiva,NONE,Endoscopia,Endoscopy Prices,4,0,0,0.0,0,
cuanto cuesta una endoscopia superior,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
cuanto cuesta una esofagogastroduodenoscopia,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
cuanto cuesta una gastroscopia en mexico,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
cuanto sale una endoscopia particular,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
cuanto vale una endoscopia en mexico,NONE,Endoscopia,Endoscopy Prices,4,0,0,0.0,0,
cuál es el costo de una endoscopia,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
cuánto cuesta la endoscopia,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
cuánto cuesta un examen de endoscopia,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
cuánto cuesta una endoscopia digestiva,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
cuánto cuesta una endoscopia gastrointestinal,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
cápsula endoscópica precio méxico,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
endoscopia a bajo costo,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
endoscopia biopsia precio,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
endoscopia cancun precio,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
endoscopia con biopsia precio chopo,NONE,Endoscopia,Endoscopy Prices,4,0,0,0.0,0,
endoscopia con ligadura de varices precio,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
endoscopia digestiva alta precio salud digna,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
endoscopia digestiva precio,NONE,Endoscopia,Endoscopy Prices,4,0,0,0.0,0,
endoscopia digestiva precio salud digna,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
endoscopia en salud digna costo,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
endoscopia estomago precio,NONE,Endoscopia,Endoscopy Prices,3,0,0,0.0,0,
endoscopia garganta precio,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
endoscopia gastrica costo,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
endoscopia gastrointestinal precio salud digna,NONE,Endoscopia,Endoscopy Prices,4,0,0,0.0,0,
endoscopia gastrointestinal salud digna precio,NONE,Endoscopia,Endoscopy Prices,3,0,0,0.0,0,
endoscopia gástrica precio,NONE,Endoscopia,Endoscopy Prices,4,0,0,0.0,0,
endoscopia laringe precio,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
endoscopia nasal precio,NONE,Endoscopia,Endoscopy Prices,3,0,0,0.0,0,
endoscopia panendoscopia precio,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
endoscopia para que sirve precio,NONE,Endoscopia,Endoscopy Prices,4,0,0,0.0,0,
endoscopia particular precio,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
endoscopia precio campeche,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
endoscopia precio ciudad de mexico,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
endoscopia precio hospital angeles,NONE,Endoscopia,Endoscopy Prices,3,0,0,0.0,0,
endoscopia precio mexico,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
endoscopia precio particular,NONE,Endoscopia,Endoscopy Prices,3,0,0,0.0,0,
endoscopia precio star medica,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
endoscopia precio tuxtla gutiérrez chiapas,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
endoscopia que precio tiene,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
endoscopia similares precio,NONE,Endoscopia,Endoscopy Prices,3,0,0,0.0,0,
endoscopia superior precio salud digna,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
endoscopia uretral precio,NONE,Endoscopia,Endoscopy Prices,3,0,0,0.0,0,
endoscopia y biopsia precio,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
endoscopia y colonoscopia precio,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
endoscopias precios,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
endoscopía y colonoscopía juntas precio,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
esofagogastroduodenoscopia precio,NONE,Endoscopia,Endoscopy Prices,5,0,0,0.0,0,
estudio cpre costo en mérida yucatán,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
estudio de endoscopia en salud digna precio,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
estudio endoscopia precio,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
gastroscopia precio salud digna,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
laboratorio chopo endoscopia precio,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
panendoscopia costo,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
panendoscopia precio chopo,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
precio de endoscopia alta,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
precio de endoscopia con biopsia,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
precio de endoscopia en chopo,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
precio de endoscopia en mexico,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
precio de endoscopia en tuxtla gutiérrez,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
precio de endoscopia en villahermosa tabasco,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
precio de endoscopia salud digna,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
precio de esofagogastroduodenoscopia,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
precio de panendoscopia,NONE,Endoscopia,Endoscopy Prices,5,0,0,0.0,0,
precio de un estudio de endoscopia,NONE,Endoscopia,Endoscopy Prices,7,0,0,0.0,0,
precio de una endoscopia gastrointestinal,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
precio de una endoscopía,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
precio de una panendoscopia en salud digna,NONE,Endoscopia,Endoscopy Prices,3,0,0,0.0,0,
precio endoscopia con biopsia,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
precio endoscopia estomago,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
precio endoscopia hernia discal,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
precios de endoscopia particular,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
precios de endoscopias en salud digna,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
procedimiento endoscopia precio,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
que precio sale una endoscopia,NONE,Endoscopia,Endoscopy Prices,4,0,0,0.0,0,
qué cuesta una endoscopia,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
salud digna hacen endoscopia precio,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
salud digna precio endoscopia,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
serie esofagogastroduodenal costo,NONE,Endoscopia,Endoscopy Prices,4,0,0,0.0,0,
serie esofagogastroduodenal precio salud digna,NONE,Endoscopia,Endoscopy Prices,1,0,0,0.0,0,
valor endoscopia redsalud,NONE,Endoscopia,Endoscopy Prices,2,0,0,0.0,0,
amarre de hemorroides,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
banda elastica hemorroides,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
banding hemorroidal,NONE,Hemorroides,Hemorroides - Core,3,0,0,0.0,0,
cirugia de hemorroide,NONE,Hemorroides,Hemorroides - Core,4,0,0,0.0,0,
cirugia hemorroides,NONE,Hemorroides,Hemorroides - Core,11,0,0,0.0,0,
cirugia para hemorroides,NONE,Hemorroides,Hemorroides - Core,4,0,0,0.0,0,
cirugia por hemorroides,NONE,Hemorroides,Hemorroides - Core,5,0,0,0.0,0,
cirugía de almorranas,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
cirugía para quitar hemorroides,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
como operan las hemorroides,NONE,Hemorroides,Hemorroides - Core,1,0,0,0.0,0,
cx de hemorroides,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
cómo se opera la hemorroides,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
extirpación de hemorroides,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
hemorroidectomía,NONE,Hemorroides,Hemorroides - Core,12,0,0,0.0,0,
hemorroides cirugia,NONE,Hemorroides,Hemorroides - Core,3,0,0,0.0,0,
hemorroides cirugía,NONE,Hemorroides,Hemorroides - Core,1,0,0,0.0,0,
hemorroides como se operan,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
hemorroides operación,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
hemorroides procedimiento quirurgico,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
hemorroides se operan,NONE,Hemorroides,Hemorroides - Core,4,0,0,0.0,0,
ligadura con banda hemorroides,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
ligadura de banda elastica para hemorroides,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
ligadura hemorroide,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
ligadura hemorroides,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
ligamento de hemorroides,NONE,Hemorroides,Hemorroides - Core,1,0,0,0.0,0,
ligamentos de hemorroides,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
ligas para hemorroides,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
operacion de la hemorroides,NONE,Hemorroides,Hemorroides - Core,1,0,0,0.0,0,
operacion para hemorroides,NONE,Hemorroides,Hemorroides - Core,2,0,0,0.0,0,
