Google Click ID,Conversion Name,Conversion Time,Adjustment Type,Adjustment Time,Order ID
Cj0KCQjw94bTBhDQARIsAN3vv0x0mM-n_cfWwntL6NZQqYmGH7gKptooyXdU8ZONKBvM2sFqoltDfy8aAnHxEALw_wcB,GCLID Google Ads Matching,2026-07-23 17:40:53-0600,RETRACT,2026-08-12 02:17:25-0600,7437ca5c-92fa-4a2e-b794-9e560dd9b3e4
